relation	pattern
hasAcademicAdvisor	account of;
hasAcademicAdvisor	[[det]] account;
hasAcademicAdvisor	studied as [[det]] student of;
hasAcademicAdvisor	studied with [[det]] student of;
hasAcademicAdvisor	studied [[con]] [[det]] student of;
hasAcademicAdvisor	[[det]] student where studied under;
hasAcademicAdvisor	worked under direction of;
hasAcademicAdvisor	worked under [[det]] direction of;
happenedIn	was fought with;
happenedIn	was fought in;
happenedIn	was fought;
happenedIn	was fought on;
happenedIn	began [[con]] [[det]] aftermath;
happenedIn	fought between;
happenedIn	is fought in;
happenedIn	was fought near;
happenedIn	is fought near;
happenedIn	was fought between;
happenedIn	is fought between;
happenedIn	was fought at;
happenedIn	broke out [[det]] conflict between [[det]] allied;
happenedIn	took place at;
happenedIn	took place;
happenedIn	took place [[num]];
happenedIn	took place from;
happenedIn	took place [[det]];
happenedIn	took place near;
happenedIn	took place on;
happenedIn	took place in;
happenedIn	took place [[con]];
happenedIn	[[adj]] battle fought between;
happenedIn	[[det]] battle of fought between;
happenedIn	[[adj]] battle of [[det]] fought in;
happenedIn	[[det]] battle fought in;
happenedIn	occurred at;
happenedIn	occurred in;
happenedIn	occurred when;
happenedIn	that occurred in;
happenedIn	occurred near;
happenedIn	occurred [[num]];
happenedIn	in began;
happenedIn	began after;
happenedIn	began in;
happenedIn	broke out;
happenedIn	[[adj]] engagement;
happenedIn	took place [[det]] coast of;
happenedIn	was fought between [[det]] armies of;
happenedIn	[[adj]] battle between;
happenedIn	[[adj]] battle;
happenedIn	[[det]] battle between;
happenedIn	[[det]] battle [[con]];
happenedIn	takes place in;
happenedIn	takes place near;
happenedIn	wanted [[det]] combined force to defend;
happenedIn	[[con]] wanted [[det]] combined force to defend;
happenedIn	begins [[con]];
happenedIn	begins as;
happenedIn	[[det]] insurgency that began in [[det]] regions of;
happenedIn	[[adj]] war between;
happenedIn	war on;
happenedIn	[[det]] war between;
happenedIn	[[adj]] battles in;
happenedIn	took place to;
happenedIn	[[adj]] took place in;
influences	[[adj]] influence on;
influences	influence as;
influences	influence on;
influences	to influence;
influences	s influence [[con]];
influences	[[adj]] influence of;
influences	[[det]] influence of;
influences	[[prp]] influence;
influences	s influence that;
influences	s influence over;
influences	s influence with;
influences	s influence on;
influences	[[det]] influence;
influences	[[det]] influence [[con]];
influences	[[det]] influence in;
influences	[[adj]] influence over;
influences	[[con]] influence;
influences	[[det]] influence on;
influences	[[adj]] influence;
influences	[[adj]] influence [[con]];
influences	[[adj]] influence with;
influences	[[adj]] influence as;
influences	[[adj]] influence from;
influences	[[adj]] met;
influences	has met;
influences	is met by;
influences	where met with;
influences	then met with;
influences	that met;
influences	has met [[con]];
influences	also met;
influences	met as;
influences	had met through;
influences	also met from;
influences	[[con]] met [[con]];
influences	first met;
influences	met by;
influences	met [[pro]];
influences	met up;
influences	had met when;
influences	met [[prp]];
influences	where met [[con]];
influences	met [[det]];
influences	first met [[det]];
influences	first met when;
influences	met again;
influences	later met;
influences	[[con]] met with;
influences	had met;
influences	[[con]] met up;
influences	first met at;
influences	whom met;
influences	[[adj]] met while;
influences	had met [[con]];
influences	after met;
influences	first met [[con]];
influences	met with;
influences	soon met;
influences	has met with;
influences	was met by;
influences	had met with;
influences	first met with;
influences	[[adj]] met [[det]];
influences	also met [[adj]];
influences	who met;
influences	met who;
influences	have met [[con]];
influences	met [[num]];
influences	then met;
influences	[[con]] met;
influences	where met [[det]];
influences	where met;
influences	met while;
influences	was met;
influences	where met [[adj]];
influences	also met with;
influences	have met with;
influences	met [[con]];
influences	which met;
influences	also met [[con]];
influences	also met [[prp]];
influences	had met [[det]];
influences	[[pro]] met;
influences	also met [[det]];
influences	met when;
influences	met [[adj]];
influences	[[num]] met;
influences	later met with;
influences	had met while;
influences	when met;
influences	[[con]] met [[adj]];
influences	[[det]] met;
influences	soon met [[con]];
influences	never met;
influences	have met;
influences	[[con]] met [[det]];
influences	met where;
influences	met through;
influences	met after;
influences	with friend;
influences	[[det]] friend as;
influences	s friend;
influences	[[det]] friend to;
influences	[[adj]] friend [[det]];
influences	[[adj]] friend to;
influences	[[adj]] friend in;
influences	best friend [[con]];
influences	s friend [[det]];
influences	[[det]] friend of;
influences	best friend;
influences	s friend [[con]];
influences	as friend;
influences	[[prp]] friend [[con]];
influences	[[con]] friend;
influences	s friend from;
influences	[[adj]] friend of;
influences	[[det]] friend [[con]];
influences	[[det]] friend in;
influences	friend of;
influences	[[con]] friend to;
influences	[[det]] friend [[det]];
influences	[[adj]] friend;
influences	was friend;
influences	[[adj]] friend [[con]];
influences	was friend with;
influences	is friend;
influences	[[con]] friend of;
influences	best friend of;
influences	[[det]] friend with;
influences	[[prp]] friend;
influences	friend [[con]];
influences	[[adj]] friend who;
influences	[[adj]] friend was;
influences	[[pro]] friend;
influences	[[adj]] friend with;
influences	[[prp]] friend [[det]];
influences	was friend of;
influences	of friend;
influences	friend to;
influences	[[adj]] friend as;
influences	s friend [[adj]];
influences	[[det]] friend;
influences	met;
influences	worked as [[det]] assistant to [[det]] winter [[con]];
influences	also wrote at;
influences	[[con]] wrote to;
influences	wrote by;
influences	[[pro]] wrote;
influences	wrote [[prp]];
influences	wrote from;
influences	also wrote with;
influences	which wrote;
influences	also wrote [[con]];
influences	once wrote that;
influences	whom wrote;
influences	[[adj]] wrote to;
influences	[[adj]] wrote;
influences	wrote what;
influences	later wrote that;
influences	also wrote by;
influences	wrote of;
influences	later wrote of;
influences	wrote on;
influences	later wrote while;
influences	where wrote;
influences	that wrote;
influences	also wrote of;
influences	wrote about;
influences	later wrote [[num]];
influences	once wrote;
influences	as wrote to;
influences	wrote that;
influences	[[con]] wrote [[det]];
influences	also wrote [[det]];
influences	which wrote that;
influences	wrote is;
influences	later wrote to;
influences	wrote was;
influences	also wrote under;
influences	wrote with;
influences	wrote under;
influences	also wrote [[adj]];
influences	as wrote;
influences	wrote as;
influences	when wrote;
influences	wrote [[con]];
influences	of wrote;
influences	wrote more;
influences	wrote [[adj]];
influences	also wrote that;
influences	later wrote [[adj]];
influences	when wrote to;
influences	[[con]] wrote for;
influences	who wrote;
influences	then wrote to;
influences	also wrote on;
influences	[[det]] wrote;
influences	wrote when;
influences	with wrote;
influences	wrote [[num]];
influences	[[num]] wrote;
influences	later wrote;
influences	which wrote with;
influences	also wrote;
influences	also wrote about;
influences	also wrote to;
influences	also wrote [[num]];
influences	wrote while;
influences	wrote to;
influences	wrote s;
influences	while wrote;
influences	wrote [[pro]];
influences	wrote [[det]];
influences	[[pro]] wrote to;
influences	[[con]] wrote;
influences	also wrote as;
influences	[[num]] wrote on;
influences	[[det]] teacher [[con]];
influences	[[prp]] teacher;
influences	[[con]] teacher;
influences	teacher of;
influences	[[det]] teacher;
influences	teacher [[con]];
influences	[[det]] teacher to;
influences	[[adj]] teacher [[con]];
influences	[[adj]] teacher of;
influences	[[adj]] teacher;
influences	[[det]] teacher [[det]];
influences	[[det]] teacher of;
influences	s research [[con]];
influences	research with;
influences	to research;
influences	research on;
influences	[[det]] research of;
influences	edited with;
influences	also edited [[con]];
influences	also edited;
influences	also edited of;
influences	has edited [[det]];
influences	[[con]] edited with;
influences	[[det]] edited by;
influences	[[con]] edited;
influences	edited of;
influences	has edited;
influences	also edited with;
influences	edited [[adj]];
influences	[[num]] edited;
influences	edited in;
influences	edited [[num]];
influences	edited [[con]];
influences	also edited [[adj]];
influences	edited by;
influences	also edited [[num]];
influences	authors [[adj]];
influences	[[adj]] authors as;
influences	[[adj]] authors;
influences	[[det]] authors;
influences	[[adj]] authors [[con]];
influences	authors [[con]];
influences	of authors [[adj]];
influences	[[adj]] authors [[adj]];
influences	[[adj]] authors of;
influences	was influenced as;
influences	have influenced in;
influences	were influenced by;
influences	influenced [[con]];
influences	was influenced [[con]];
influences	also influenced;
influences	[[adj]] influenced by;
influences	[[adj]] influenced;
influences	[[con]] influenced;
influences	also influenced as;
influences	was influenced [[prp]];
influences	was influenced by;
influences	be influenced by;
influences	also influenced by;
influences	been influenced;
influences	have influenced;
influences	been influenced by;
influences	was influenced in;
influences	influenced as;
influences	influenced [[det]];
influences	is influenced as;
influences	is influenced by;
influences	influenced by;
influences	was influenced;
influences	befriended [[con]];
influences	had befriended;
influences	was befriended by;
influences	befriended [[adj]];
influences	where befriended;
influences	befriended [[det]];
influences	also befriended by;
influences	also befriended;
influences	[[con]] read;
influences	read in;
influences	was read;
influences	where read;
influences	had read [[con]];
influences	[[mod]] read [[con]];
influences	also read by;
influences	then read;
influences	[[mod]] read;
influences	has read as;
influences	has read;
influences	read [[det]];
influences	to read [[con]];
influences	read [[adj]];
influences	have read;
influences	to read as;
influences	which read;
influences	also read;
influences	to read [[det]];
influences	[[det]] read;
influences	read [[con]];
influences	had read;
influences	read by;
influences	read to;
influences	read as;
influences	to read;
influences	was received;
influences	that received;
influences	well received [[con]];
influences	[[con]] received;
influences	also received [[prp]];
influences	well received by;
influences	also received [[adj]];
influences	[[pro]] received;
influences	was received [[con]];
influences	also received of;
influences	had received;
influences	who received [[det]];
influences	received [[prp]];
influences	received by;
influences	when received [[det]];
influences	later received [[con]];
influences	later received under;
influences	later received;
influences	also received as;
influences	also received;
influences	where received;
influences	was received to;
influences	received was;
influences	[[adj]] received;
influences	received [[num]];
influences	was received by;
influences	which received;
influences	received with;
influences	later received [[det]];
influences	had received from;
influences	which received [[det]];
influences	also received by;
influences	received more;
influences	then received [[prp]];
influences	have received [[det]];
influences	have received from;
influences	received while;
influences	when received;
influences	received [[det]];
influences	received [[adj]];
influences	[[num]] received;
influences	where received [[det]];
influences	while received;
influences	had received [[adj]];
influences	then received [[det]];
influences	received under;
influences	[[adj]] philosopher;
influences	was succeeded;
influences	was succeeded [[pro]];
influences	succeeded after;
influences	succeeded [[adj]];
influences	had succeeded in;
influences	[[con]] succeeded as;
influences	was succeeded [[con]];
influences	then succeeded as;
influences	succeeded [[det]];
influences	is succeeded as;
influences	being succeeded by;
influences	succeeded [[con]];
influences	then succeeded by;
influences	was succeeded on;
influences	had succeeded [[pro]];
influences	was succeeded as;
influences	was succeeded by;
influences	succeeded with;
influences	succeeded when;
influences	also succeeded as;
influences	when succeeded;
influences	later succeeded;
influences	was succeeded who;
influences	then succeeded;
influences	be succeeded by;
influences	where succeeded;
influences	succeeded [[num]];
influences	is succeeded by;
influences	was succeeded in;
influences	[[con]] succeeded;
influences	succeeded in;
influences	have succeeded;
influences	had succeeded as;
influences	had succeeded;
influences	have succeeded as;
influences	later succeeded as;
influences	that succeeded;
influences	succeeded [[pro]];
influences	was succeeded to;
influences	who succeeded;
influences	succeeded as;
influences	succeeded who;
influences	also succeeded;
influences	succeeded [[prp]];
influences	[[num]] succeeded;
influences	succeeded by;
influences	succeeded to;
influences	[[adj]] students including [[con]];
influences	students including;
influences	students including [[con]];
influences	[[adj]] students including;
influences	[[det]] philosopher;
influences	[[adj]] philosopher [[con]];
influences	philosopher [[con]];
influences	[[det]] philosopher [[con]];
influences	[[num]] novel [[con]];
influences	novel as;
influences	[[adj]] novel of;
influences	[[adj]] novel which;
influences	s novel which;
influences	of novel;
influences	[[det]] novel in;
influences	in novel;
influences	novel [[con]];
influences	s novel;
influences	[[adj]] novel in;
influences	[[adj]] novel [[con]];
influences	s novel about;
influences	s novel [[con]];
influences	s novel with;
influences	[[num]] novel with;
influences	s novel by;
influences	[[num]] novel of;
influences	[[num]] novel in;
influences	[[prp]] novel;
influences	son became;
influences	s son [[adj]];
influences	[[det]] son later;
influences	is son [[con]];
influences	whose son;
influences	[[det]] son [[adj]];
influences	[[adj]] son [[con]];
influences	son [[adj]];
influences	[[num]] son who;
influences	s son [[num]];
influences	[[det]] son [[pro]];
influences	s son as;
influences	[[det]] son [[con]];
influences	son [[num]];
influences	[[prp]] son by;
influences	son [[det]];
influences	[[pro]] son of;
influences	[[prp]] son who;
influences	[[con]] son;
influences	[[det]] son [[det]];
influences	is son;
influences	s son de;
influences	[[det]] son [[num]];
influences	[[prp]] son;
influences	[[prp]] son is;
influences	son of;
influences	to son;
influences	son [[mod]];
influences	son [[con]];
influences	[[det]] son;
influences	[[det]] son of;
influences	[[adj]] son with;
influences	[[det]] son was;
influences	s son [[pro]];
influences	as son;
influences	son who;
influences	s son who;
influences	[[num]] son [[det]];
influences	s son by;
influences	s son;
influences	son was;
influences	[[adj]] son;
influences	with son of;
influences	[[adj]] son later;
influences	[[det]] son with;
influences	only son of;
influences	[[pro]] son as;
influences	that son;
influences	[[adj]] son was;
influences	[[det]] son became;
influences	[[adj]] son [[pro]];
influences	[[prp]] son with;
influences	[[con]] son of;
influences	[[det]] son whom;
influences	[[num]] son;
influences	[[prp]] son [[con]];
influences	[[num]] son [[con]];
influences	[[prp]] son was;
influences	s son [[det]];
influences	s son whom;
influences	was son of;
influences	s son with;
influences	[[adj]] son to;
influences	[[num]] son by;
influences	[[det]] son of son;
influences	is son of;
influences	[[prp]] son [[det]];
influences	s son [[con]];
influences	with son;
influences	was son;
influences	s son in;
influences	[[adj]] son in;
influences	[[det]] son by;
influences	was son [[con]];
influences	[[adj]] son [[num]];
influences	[[adj]] son de;
influences	[[det]] son to;
influences	son with;
influences	was son to;
influences	[[pro]] son;
influences	[[adj]] son [[adj]];
influences	from son;
influences	s son of;
influences	son to;
influences	[[adj]] son by;
influences	[[det]] son who;
influences	s son [[con]] son;
influences	[[prp]] son to;
influences	[[prp]] son [[num]];
influences	son de;
influences	is son to;
influences	[[adj]] son [[det]];
influences	was son by;
influences	[[adj]] son who;
influences	[[adj]] son of;
influences	of son;
influences	[[num]] son of;
influences	referred to;
influences	was referred to;
influences	has referred to;
influences	once referred as;
influences	usually referred to;
influences	was referred by;
influences	is referred;
influences	sometimes referred to;
influences	referred [[con]];
influences	has referred as;
influences	been referred to;
influences	often referred to;
influences	also referred to;
influences	[[pro]] referred;
influences	be referred to;
influences	usually referred as;
influences	referred by;
influences	[[con]] referred;
influences	sometimes referred as;
influences	is referred to;
influences	that referred;
influences	once referred to;
influences	referred as;
influences	was referred as;
influences	[[det]] referred to;
influences	was referred;
influences	also referred as;
influences	also traveled as;
influences	traveled as;
influences	traveled with;
influences	had traveled with;
influences	has traveled with;
influences	[[num]] traveled;
influences	traveled for;
influences	[[con]] traveled;
influences	also traveled with;
influences	that traveled;
influences	then traveled where;
influences	later traveled with;
influences	when traveled;
influences	traveled where;
influences	then traveled with;
influences	then traveled;
influences	work by;
influences	work under;
influences	[[adj]] work of;
influences	to work where;
influences	to work [[num]];
influences	by work;
influences	to work [[con]];
influences	to work under;
influences	s work which;
influences	work from;
influences	work [[det]];
influences	to work by;
influences	[[adj]] work to;
influences	[[det]] work [[adj]];
influences	[[adj]] work on;
influences	[[prp]] work in;
influences	[[prp]] work as;
influences	found work for;
influences	work with;
